Started noraml game of 5 pair by "A search!"
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
[0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]
[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2]
[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 2]
[0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]
[2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2]
[2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
[2, 2, 0, 0, 0, 2, 2, 0, 0, 0, 2]
[0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0]
[0, 2, 2, 0, 0, 0, 2, 2, 0, 0, 2]
[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]
[0, 0, 2, 2, 0, 0, 0, 2, 2, 0, 2]
[0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]
[2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0]
[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2]
[0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0]
[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2]
[0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0]
[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0]
[0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0]
[0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 0]
[0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0]
[0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 2]
[0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0]
[0, 0, 0, 0, 0, 2, 2, 0, 2, 2, 2]
[0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0]
[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 2, 2, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]
[0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]
[0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 0]
[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0]
[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]
[0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 2]
[0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0]
[0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0]
[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0]
[2, 0, 0, 0, 2, 2, 0, 0, 0, 2, 2]
[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0]
[0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0]
[0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 2]
[0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0]
[0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 2]
[0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]
[0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]
[0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]
[0, 0, 0, 2, 2, 0, 0, 0, 2, 2, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
[0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2]
[0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]
[0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2]
[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0]
[0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]
[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0]
[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2]
[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]
No resolution found.

