Started island game of 4 pair by "deep search!"
[0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 1, 1]
[0, 0, 0, 0, 0, 0, 0, 2, 2]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[0, 0, 0, 0, 0, 0, 1, 2, 2]
[0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 1, 1]
[0, 0, 0, 0, 0, 1, 1, 2, 2]
[0, 0, 0, 0, 0, 1, 1, 0, 0]
[0, 0, 0, 0, 1, 1, 1, 1, 1]
[0, 0, 0, 0, 1, 1, 1, 2, 2]
[0, 0, 0, 0, 1, 1, 1, 0, 0]
[0, 0, 0, 0, 1, 1, 2, 2, 2]
[0, 0, 0, 0, 1, 1, 2, 1, 1]
[0, 0, 0, 0, 1, 1, 2, 0, 0]
[1, 1, 0, 0, 1, 1, 2, 0, 1]
[1, 1, 0, 0, 1, 2, 2, 0, 2]
[1, 1, 0, 0, 2, 2, 2, 0, 2]
[1, 1, 0, 0, 2, 1, 2, 0, 1]
[1, 0, 0, 0, 2, 0, 2, 0, 0]
[1, 0, 0, 1, 2, 0, 2, 1, 1]
[1, 0, 0, 1, 2, 0, 2, 2, 2]
[1, 0, 0, 1, 1, 0, 2, 1, 1]
[1, 0, 0, 1, 1, 0, 2, 2, 2]
[1, 0, 0, 1, 2, 0, 2, 1, 2]
[1, 0, 0, 0, 1, 0, 2, 0, 0]
[1, 0, 1, 0, 1, 0, 2, 0, 1]
[1, 0, 1, 0, 2, 0, 2, 0, 2]
[1, 0, 1, 0, 2, 0, 1, 0, 1]
[1, 0, 0, 0, 2, 0, 0, 0, 0]
[1, 0, 0, 1, 2, 0, 0, 1, 1]
[1, 0, 0, 1, 2, 0, 0, 2, 2]
[1, 0, 0, 1, 1, 0, 0, 1, 1]
[1, 0, 0, 1, 1, 0, 0, 2, 2]
[1, 0, 0, 1, 2, 0, 0, 1, 2]
[1, 0, 0, 2, 1, 0, 0, 2, 2]
[1, 0, 0, 1, 1, 0, 0, 2, 1]
[1, 0, 0, 0, 1, 0, 0, 2, 0]
[1, 0, 1, 0, 1, 0, 1, 2, 1]
[1, 0, 1, 0, 1, 0, 2, 2, 2]
[1, 0, 1, 0, 2, 0, 2, 2, 2]
[1, 0, 1, 0, 2, 0, 1, 2, 1]
[1, 0, 0, 0, 2, 0, 0, 2, 0]
[1, 0, 0, 1, 2, 0, 0, 2, 1]
[2, 0, 0, 2, 2, 0, 0, 2, 2]
[2, 0, 0, 2, 2, 0, 0, 1, 1]
[2, 0, 0, 2, 1, 0, 0, 1, 1]
[2, 0, 0, 2, 1, 0, 0, 2, 2]
[1, 0, 0, 2, 1, 0, 0, 2, 1]
[0, 0, 0, 2, 0, 0, 0, 2, 0]
[0, 0, 0, 2, 0, 0, 1, 2, 1]
[0, 0, 0, 2, 0, 1, 1, 2, 1]
[0, 0, 0, 2, 0, 1, 0, 2, 0]
[0, 0, 0, 2, 1, 1, 1, 2, 1]
[0, 0, 0, 2, 1, 1, 0, 2, 0]
[1, 1, 0, 2, 1, 1, 0, 2, 1]
[1, 2, 0, 2, 1, 2, 0, 2, 2]
[1, 2, 0, 1, 1, 2, 0, 1, 1]
[1, 2, 0, 0, 1, 2, 0, 0, 0]
[1, 2, 1, 0, 1, 2, 1, 0, 1]
[1, 2, 2, 0, 1, 2, 2, 0, 2]
[1, 1, 2, 0, 1, 1, 2, 0, 1]
[1, 0, 2, 0, 1, 0, 2, 0, 0]
[1, 0, 2, 1, 1, 0, 2, 1, 1]
[1, 0, 2, 2, 1, 0, 2, 2, 2]
[1, 0, 1, 2, 1, 0, 1, 2, 1]
[1, 0, 0, 2, 1, 0, 0, 2, 0]
[1, 1, 1, 2, 1, 0, 0, 2, 1]
[1, 1, 1, 2, 0, 0, 0, 2, 0]
[1, 1, 1, 2, 0, 0, 1, 2, 1]
[1, 1, 2, 2, 0, 0, 2, 2, 2]
[1, 1, 2, 1, 0, 0, 2, 1, 1]
[1, 1, 2, 1, 0, 0, 2, 0, 0]
[1, 1, 2, 1, 0, 1, 2, 1, 1]
[1, 1, 2, 1, 0, 1, 2, 0, 0]
[1, 1, 2, 1, 1, 1, 2, 1, 1]
[1, 1, 2, 1, 1, 1, 2, 0, 0]
[1, 1, 2, 1, 1, 0, 2, 0, 0]
[1, 1, 2, 1, 1, 0, 2, 1, 1]
[1, 1, 2, 1, 0, 0, 2, 1, 0]
[1, 1, 2, 2, 1, 0, 2, 2, 2]
[1, 1, 1, 2, 1, 0, 1, 2, 1]
[1, 1, 1, 2, 1, 0, 0, 2, 0]
[1, 1, 1, 2, 1, 1, 1, 2, 1]
[1, 1, 1, 2, 1, 1, 0, 2, 0]
[1, 1, 1, 2, 1, 0, 1, 2, 0]
[1, 1, 1, 2, 0, 1, 0, 2, 0]
[1, 1, 1, 2, 0, 1, 1, 2, 1]
[1, 1, 1, 2, 0, 0, 1, 2, 0]
[1, 1, 2, 2, 0, 1, 2, 2, 2]
[1, 1, 1, 1, 0, 1, 2, 2, 1]
[1, 1, 1, 1, 0, 2, 2, 2, 2]
[1, 1, 1, 1, 0, 2, 2, 1, 1]
[1, 1, 1, 1, 0, 2, 2, 0, 0]
[1, 1, 1, 1, 1, 2, 2, 1, 1]
[1, 1, 1, 1, 1, 2, 2, 2, 2]
[1, 1, 1, 1, 1, 2, 1, 1, 1]
[1, 1, 1, 1, 1, 2, 1, 2, 2]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 2, 2]
[1, 1, 1, 1, 1, 1, 1, 0, 0]
[1, 1, 1, 1, 1, 1, 2, 2, 2]
[1, 1, 1, 1, 1, 1, 2, 1, 1]
[1, 1, 1, 1, 1, 1, 2, 0, 0]
[1, 1, 1, 1, 1, 0, 2, 0, 0]
[1, 1, 1, 1, 1, 0, 2, 1, 1]
[1, 1, 1, 1, 1, 0, 2, 2, 2]
[1, 1, 1, 1, 1, 0, 1, 1, 1]
[1, 1, 1, 1, 1, 0, 1, 2, 2]
[1, 1, 1, 1, 1, 0, 1, 0, 0]
[1, 1, 1, 1, 1, 1, 1, 0, 1]
[1, 1, 1, 1, 1, 1, 2, 0, 2]
[1, 1, 1, 1, 1, 1, 0, 0, 0]
[1, 1, 1, 1, 1, 1, 0, 1, 1]
[1, 1, 1, 1, 1, 1, 0, 2, 2]
[1, 1, 1, 1, 1, 2, 0, 2, 2]
[1, 1, 1, 1, 1, 2, 0, 1, 1]
[1, 1, 1, 1, 1, 2, 0, 0, 0]
[1, 1, 1, 1, 1, 2, 1, 0, 1]
[1, 1, 1, 1, 1, 2, 2, 0, 2]
[1, 1, 1, 1, 1, 1, 2, 0, 1]
[1, 1, 1, 1, 2, 2, 2, 0, 2]
[1, 1, 1, 1, 2, 2, 1, 0, 1]
[1, 1, 1, 1, 2, 2, 0, 0, 0]
[1, 1, 1, 1, 2, 2, 0, 1, 1]
[1, 1, 1, 1, 2, 2, 0, 2, 2]
[1, 1, 1, 1, 2, 1, 0, 1, 1]
[1, 1, 1, 1, 2, 1, 0, 2, 2]
[1, 1, 1, 1, 1, 1, 0, 2, 1]
[1, 1, 1, 1, 1, 0, 0, 2, 0]
[1, 1, 1, 1, 1, 0, 1, 2, 1]
[1, 1, 1, 1, 2, 0, 2, 2, 2]
[1, 1, 1, 1, 2, 0, 2, 1, 1]
[1, 1, 1, 1, 2, 0, 2, 0, 0]
[1, 1, 1, 1, 2, 1, 2, 1, 1]
[1, 1, 1, 1, 2, 1, 2, 2, 2]
[1, 1, 1, 1, 2, 1, 1, 1, 1]
[1, 1, 1, 1, 2, 1, 1, 2, 2]
[1, 1, 1, 1, 1, 1, 1, 2, 1]
[1, 1, 1, 1, 1, 1, 0, 2, 0]
[1, 1, 1, 1, 1, 0, 1, 2, 0]
[1, 1, 1, 1, 0, 1, 0, 2, 0]
[1, 1, 1, 1, 0, 1, 1, 2, 1]
[1, 1, 1, 1, 0, 1, 2, 2, 2]
[1, 1, 1, 1, 0, 1, 2, 1, 1]
[1, 1, 1, 1, 0, 1, 2, 0, 0]
[1, 1, 1, 1, 0, 0, 2, 0, 0]
[1, 1, 1, 1, 0, 0, 2, 1, 1]
[1, 1, 1, 1, 0, 0, 2, 2, 2]
[1, 1, 1, 1, 0, 0, 1, 1, 1]
[1, 1, 1, 1, 0, 0, 1, 2, 2]
[1, 1, 1, 1, 0, 0, 1, 0, 0]
[1, 1, 1, 1, 0, 1, 1, 1, 1]
[1, 1, 1, 1, 0, 1, 1, 2, 2]
[1, 1, 1, 1, 0, 1, 1, 0, 0]
[1, 1, 1, 1, 0, 1, 0, 0, 0]
[1, 1, 1, 1, 0, 1, 0, 1, 1]
[1, 1, 1, 1, 0, 1, 0, 2, 2]
[1, 1, 1, 1, 0, 2, 0, 2, 2]
[1, 1, 1, 1, 0, 2, 0, 1, 1]
[1, 1, 1, 1, 0, 2, 0, 0, 0]
[1, 1, 1, 1, 0, 2, 1, 1, 1]
[1, 1, 1, 1, 0, 2, 1, 2, 2]
[1, 1, 1, 1, 0, 2, 1, 0, 0]
[1, 1, 1, 1, 0, 2, 2, 1, 2]
[1, 1, 1, 1, 0, 2, 0, 1, 0]
[1, 2, 1, 1, 0, 2, 1, 1, 2]
[2, 2, 1, 1, 0, 2, 1, 1, 2]
[2, 1, 1, 1, 0, 1, 1, 1, 1]
[2, 1, 1, 1, 0, 1, 1, 0, 0]
[2, 1, 1, 1, 0, 1, 0, 0, 0]
[2, 1, 1, 1, 0, 1, 0, 1, 1]
[2, 1, 1, 1, 0, 0, 0, 0, 0]
[2, 1, 1, 1, 0, 0, 0, 1, 1]
[2, 1, 1, 2, 0, 0, 0, 2, 2]
[1, 1, 1, 1, 0, 0, 0, 2, 1]
[1, 1, 1, 2, 0, 0, 0, 2, 2]
[1, 1, 1, 1, 0, 0, 0, 1, 1]
[1, 1, 1, 1, 0, 0, 0, 2, 2]
[1, 1, 1, 1, 0, 0, 0, 0, 0]
[1, 1, 1, 1, 0, 0, 1, 0, 1]
[1, 1, 1, 1, 0, 0, 2, 0, 2]
[1, 1, 1, 2, 0, 0, 1, 0, 2]
[1, 1, 2, 1, 0, 0, 2, 0, 2]
[1, 1, 1, 1, 0, 0, 2, 0, 1]
[1, 1, 2, 2, 0, 0, 2, 0, 2]
[1, 1, 2, 1, 0, 0, 2, 0, 1]
[1, 2, 2, 2, 0, 0, 2, 0, 2]
[1, 2, 2, 1, 0, 0, 2, 0, 1]
[2, 2, 2, 2, 0, 0, 2, 0, 2]
[2, 2, 2, 2, 0, 0, 1, 0, 1]
[2, 2, 2, 2, 0, 0, 0, 0, 0]
[2, 2, 2, 2, 0, 0, 0, 1, 1]
[2, 2, 2, 2, 0, 0, 0, 2, 2]
[2, 2, 2, 1, 0, 0, 0, 1, 1]
[2, 2, 2, 1, 0, 0, 0, 0, 0]
[2, 2, 2, 2, 0, 0, 0, 1, 2]
[2, 2, 1, 1, 0, 0, 0, 1, 1]
[2, 2, 1, 1, 0, 0, 0, 0, 0]
[2, 2, 1, 1, 0, 0, 1, 1, 1]
[2, 2, 1, 1, 0, 0, 1, 0, 0]
[2, 2, 1, 1, 0, 0, 0, 1, 0]
[2, 2, 1, 2, 0, 0, 1, 2, 2]
[2, 1, 1, 2, 0, 0, 1, 2, 1]
[2, 1, 1, 2, 0, 0, 0, 2, 0]
[2, 1, 1, 2, 0, 1, 1, 2, 1]
[2, 1, 1, 2, 0, 1, 0, 2, 0]
[2, 1, 1, 2, 0, 0, 1, 2, 0]
[2, 1, 2, 2, 0, 1, 2, 2, 2]
[2, 1, 2, 1, 0, 1, 2, 1, 1]
[2, 1, 2, 1, 0, 1, 2, 0, 0]
[2, 1, 2, 1, 0, 0, 2, 0, 0]
[2, 1, 2, 1, 0, 0, 2, 1, 1]
[2, 1, 2, 2, 0, 0, 2, 2, 2]
[1, 1, 2, 2, 0, 0, 2, 2, 1]
[1, 2, 2, 2, 0, 0, 2, 2, 2]
[1, 2, 2, 1, 0, 0, 2, 1, 1]
[1, 2, 2, 1, 0, 0, 2, 0, 0]
[1, 2, 2, 1, 1, 0, 2, 1, 1]
[1, 2, 2, 1, 1, 0, 2, 0, 0]
[1, 2, 2, 1, 0, 0, 2, 1, 0]
[1, 2, 2, 2, 1, 0, 2, 2, 2]
[1, 2, 1, 2, 1, 0, 1, 2, 1]
[1, 2, 1, 2, 1, 0, 0, 2, 0]
[1, 2, 1, 2, 0, 0, 0, 2, 0]
[1, 2, 1, 2, 0, 0, 1, 2, 1]
[2, 2, 2, 2, 0, 0, 1, 2, 2]
[2, 2, 2, 2, 0, 0, 1, 1, 1]
[2, 2, 2, 2, 0, 0, 1, 0, 0]
[2, 2, 2, 2, 0, 1, 1, 1, 1]
[2, 2, 2, 2, 0, 1, 1, 2, 2]
[2, 2, 2, 2, 0, 1, 1, 0, 0]
[2, 2, 2, 2, 1, 1, 1, 1, 1]
[2, 2, 2, 2, 1, 1, 1, 2, 2]
[2, 2, 2, 2, 1, 1, 1, 0, 0]
[2, 2, 2, 2, 1, 1, 2, 2, 2]
[2, 2, 2, 2, 1, 1, 2, 1, 1]
[2, 2, 2, 2, 1, 1, 2, 0, 0]
[2, 2, 2, 2, 1, 2, 2, 2, 2]
[2, 2, 2, 2, 1, 2, 2, 1, 1]
[2, 2, 2, 2, 2, 2, 2, 2, 2]
Finished!
the number of node searched: 241
[0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 1, 1, 1]
[0, 0, 0, 0, 0, 0, 1, 0, 0]
[0, 0, 0, 0, 0, 1, 1, 1, 1]
[0, 0, 0, 0, 0, 1, 1, 0, 0]
[0, 0, 0, 0, 1, 1, 1, 1, 1]
[0, 0, 0, 0, 1, 1, 2, 2, 2]
[0, 0, 0, 0, 1, 1, 2, 1, 1]
[0, 0, 0, 0, 1, 1, 2, 0, 0]
[1, 1, 0, 0, 1, 1, 2, 0, 1]
[1, 1, 0, 0, 2, 2, 2, 0, 2]
[1, 1, 0, 0, 2, 1, 2, 0, 1]
[1, 0, 0, 0, 2, 0, 2, 0, 0]
[1, 0, 0, 1, 2, 0, 2, 1, 1]
